timestamp,open,high,low,close,volume
2025-03-27 00:00:00,174.4,175.31,173.91,175.0,60830512
2025-03-28 00:00:00,176.9,178.11,175.51,176.34,55150352
2025-03-31 00:00:00,176.28,176.73,172.62,176.01,55708905
2025-04-01 00:00:00,178.36,179.21,177.17,177.75,53152692
2025-04-02 00:00:00,182.26,182.97,181.63,181.85,54853635
2025-04-03 00:00:00,181.29,183.39,179.56,181.25,56862601
2025-04-04 00:00:00,179.77,181.07,178.79,180.65,50642800
2025-04-07 00:00:00,184.36,185.62,183.74,184.96,57303666
2025-04-08 00:00:00,187.25,187.29,186.52,187.13,71439440
2025-04-09 00:00:00,186.2,188.09,185.68,185.85,56617864
2025-04-10 00:00:00,187.88,188.62,187.29,187.4,55049872
2025-04-11 00:00:00,186.62,187.74,185.82,186.13,54749453
2025-04-14 00:00:00,184.51,186.5,184.13,184.87,62608839
2025-04-15 00:00:00,186.09,188.06,184.62,185.58,65193699
2025-04-16 00:00:00,180.03,181.43,179.39,180.29,54438194
2025-04-17 00:00:00,176.07,176.88,175.61,175.66,82412673
2025-04-18 00:00:00,173.68,174.43,172.59,174.21,66324113
2025-04-21 00:00:00,170.87,171.98,170.75,171.6,64412732
2025-04-22 00:00:00,171.7,173.45,171.69,172.45,59815086
2025-04-23 00:00:00,170.37,170.54,169.62,170.13,50698020
2025-04-24 00:00:00,166.37,166.66,165.82,166.56,65860168
2025-04-25 00:00:00,169.62,172.07,167.97,170.26,51517850
2025-04-28 00:00:00,170.01,170.25,169.19,169.71,52081222
2025-04-29 00:00:00,169.67,170.42,168.95,169.92,53570154
2025-04-30 00:00:00,165.98,167.07,165.72,166.32,58128621
2025-05-01 00:00:00,165.31,165.99,164.53,165.0,57472936
2025-05-02 00:00:00,165.61,165.62,165.21,165.3,62776648
2025-05-05 00:00:00,162.2,162.93,162.03,162.48,52176812
2025-05-06 00:00:00,163.97,164.65,162.77,163.43,63054788
2025-05-07 00:00:00,162.0,162.55,161.74,161.99,53241663
2025-05-08 00:00:00,161.25,161.39,160.77,161.32,58182206
2025-05-09 00:00:00,160.9,161.7,158.92,159.89,61581108
2025-05-12 00:00:00,164.76,165.27,163.85,164.37,50122467
2025-05-13 00:00:00,163.92,164.43,163.37,164.37,59751197
2025-05-14 00:00:00,161.72,162.46,161.46,161.79,54129314
2025-05-15 00:00:00,163.54,164.49,163.34,163.82,52449665
2025-05-16 00:00:00,160.61,161.23,160.42,160.85,64480843
2025-05-19 00:00:00,160.71,161.97,160.54,161.39,53109075
2025-05-20 00:00:00,157.37,158.05,156.55,156.68,50190162
2025-05-21 00:00:00,153.12,153.6,152.9,153.59,53227185
2025-05-22 00:00:00,153.69,154.47,152.51,154.07,51087601
2025-05-23 00:00:00,156.0,156.53,155.5,155.81,52240924
2025-05-26 00:00:00,156.25,156.32,155.64,156.24,50245101
2025-05-27 00:00:00,156.23,157.37,155.25,156.0,71531824
2025-05-28 00:00:00,154.97,156.0,154.83,155.33,71898029
2025-05-29 00:00:00,151.54,152.55,151.09,151.91,71238957
2025-05-30 00:00:00,150.07,150.87,149.95,150.3,53417559
2025-06-02 00:00:00,150.14,150.85,148.86,149.29,58984146
2025-06-03 00:00:00,151.92,152.92,150.3,151.69,61794401
2025-06-04 00:00:00,152.29,153.81,151.26,152.5,51145398
2025-06-05 00:00:00,149.05,150.24,148.06,148.5,50052436
2025-06-06 00:00:00,149.27,149.61,148.79,149.25,60676204
2025-06-09 00:00:00,148.36,148.51,147.98,148.42,57116148
2025-06-10 00:00:00,146.45,148.07,145.51,146.94,53323140
2025-06-11 00:00:00,147.99,149.47,147.9,148.32,61792971
2025-06-12 00:00:00,150.68,152.23,149.32,150.64,52489641
2025-06-13 00:00:00,153.22,153.72,151.73,152.78,59649234
2025-06-16 00:00:00,151.2,152.0,149.56,150.89,61832585
2025-06-17 00:00:00,149.3,150.42,148.76,150.22,65023570
2025-06-18 00:00:00,151.03,152.26,149.95,150.99,67033824
2025-06-19 00:00:00,153.21,153.53,153.18,153.23,70674421
2025-06-20 00:00:00,152.12,153.15,151.61,152.16,53665982
2025-06-23 00:00:00,151.34,152.16,150.54,151.77,50626790
2025-06-24 00:00:00,149.71,150.45,148.9,149.28,55302576
2025-06-25 00:00:00,146.28,146.71,145.53,146.63,55536493
2025-06-26 00:00:00,147.91,149.91,147.89,148.45,56997255
2025-06-27 00:00:00,151.6,151.68,151.33,151.5,56141667
2025-06-30 00:00:00,151.71,152.11,150.93,151.36,52750516
2025-07-01 00:00:00,152.61,154.84,151.57,153.67,66449677
2025-07-02 00:00:00,154.42,154.98,154.18,154.54,80788808
2025-07-03 00:00:00,153.59,153.69,152.34,153.07,66064463
2025-07-04 00:00:00,154.03,154.61,152.84,153.93,56465728
2025-07-07 00:00:00,157.0,158.84,156.31,157.52,50079726
2025-07-08 00:00:00,158.16,158.22,156.78,157.46,65231240
2025-07-09 00:00:00,161.45,162.29,161.04,161.19,58756182
2025-07-10 00:00:00,154.25,155.61,152.77,154.89,63985675
2025-07-11 00:00:00,157.09,157.6,156.45,156.83,55923939
2025-07-14 00:00:00,156.66,157.1,156.01,157.06,52704568
2025-07-15 00:00:00,156.37,156.58,155.66,156.39,55767713
2025-07-16 00:00:00,156.99,157.39,155.87,156.64,50993323
2025-07-17 00:00:00,152.34,153.61,151.59,152.0,56626237
2025-07-18 00:00:00,151.79,152.37,150.16,151.53,66275424
2025-07-21 00:00:00,152.39,152.59,151.68,152.37,56385924
2025-07-22 00:00:00,155.0,155.83,154.06,155.78,56518361
2025-07-23 00:00:00,154.62,155.29,154.3,154.6,60062928
2025-07-24 00:00:00,152.49,153.39,151.63,152.76,55298041
2025-07-25 00:00:00,152.29,154.17,151.03,151.64,55770721
2025-07-28 00:00:00,153.66,154.03,153.19,153.75,50865897
2025-07-29 00:00:00,154.47,155.44,154.27,154.54,53376026
2025-07-30 00:00:00,153.15,153.71,152.82,153.34,53944521
2025-07-31 00:00:00,154.36,154.78,152.75,154.55,58711247
2025-08-01 00:00:00,154.66,155.74,154.34,154.81,70381245
2025-08-04 00:00:00,156.61,158.56,156.34,157.09,50184183
2025-08-05 00:00:00,156.25,156.5,155.29,155.47,58294055
2025-08-06 00:00:00,153.71,154.91,153.11,154.73,64785862
2025-08-07 00:00:00,154.38,154.64,153.53,153.85,56327818
2025-08-08 00:00:00,151.53,151.67,150.32,150.51,54593608
2025-08-11 00:00:00,150.82,151.83,150.17,151.2,50715662
2025-08-12 00:00:00,151.61,152.19,151.36,151.83,60375399
2025-08-13 00:00:00,151.64,152.07,150.89,151.87,54442932
2025-08-14 00:00:00,151.54,152.11,150.67,151.37,58696059
2025-08-15 00:00:00,148.78,149.09,146.79,148.18,57737891
2025-08-18 00:00:00,146.73,148.59,145.63,147.28,56543656
2025-08-19 00:00:00,146.52,146.75,145.7,146.55,74457519
2025-08-20 00:00:00,144.87,144.95,144.29,144.81,54810092
2025-08-21 00:00:00,144.59,145.16,144.15,144.49,68820244
2025-08-22 00:00:00,145.98,147.15,145.03,145.4,59896048
2025-08-25 00:00:00,149.48,149.58,148.67,149.54,66924646
2025-08-26 00:00:00,150.65,150.77,149.64,149.96,60121043
2025-08-27 00:00:00,149.82,151.19,149.77,150.57,62899608
2025-08-28 00:00:00,149.85,150.69,148.6,150.43,52595913
2025-08-29 00:00:00,145.47,146.31,145.28,146.13,76968866
2025-09-01 00:00:00,146.08,146.27,145.57,146.11,68489560
2025-09-02 00:00:00,146.76,146.96,145.46,146.27,75733598
2025-09-03 00:00:00,151.73,151.74,151.68,151.7,51980847
2025-09-04 00:00:00,151.23,151.73,150.81,151.29,50327532
2025-09-05 00:00:00,151.76,152.55,151.68,152.01,52549772
2025-09-08 00:00:00,152.64,154.67,151.13,151.96,62460851
2025-09-09 00:00:00,148.4,149.58,148.12,149.32,64075116
2025-09-10 00:00:00,151.56,152.76,150.23,151.91,59356783
2025-09-11 00:00:00,154.24,154.8,152.79,153.66,55245202
2025-09-12 00:00:00,155.74,156.69,154.96,155.51,52403253
2025-09-15 00:00:00,153.25,153.97,152.91,153.42,53609661
2025-09-16 00:00:00,157.23,158.08,156.2,156.68,55931012
2025-09-17 00:00:00,153.28,153.67,152.32,153.42,59240270
2025-09-18 00:00:00,154.71,155.2,153.9,154.8,57043436
2025-09-19 00:00:00,159.24,161.16,158.76,159.92,62804293
2025-09-22 00:00:00,158.4,160.05,156.24,157.57,52110174
2025-09-23 00:00:00,156.22,156.69,155.91,156.27,50376347
2025-09-24 00:00:00,157.05,157.14,156.41,156.53,53636122
2025-09-25 00:00:00,155.35,155.62,154.02,155.38,63481854
2025-09-26 00:00:00,152.13,152.26,151.66,151.8,50184339
2025-09-29 00:00:00,152.14,152.55,151.39,151.98,51958452
2025-09-30 00:00:00,149.15,149.9,147.88,149.59,60291556
2025-10-01 00:00:00,150.9,151.09,149.94,150.68,66654744
2025-10-02 00:00:00,149.09,150.46,147.68,148.64,56248185
2025-10-03 00:00:00,152.13,152.53,151.57,152.12,51867667
2025-10-06 00:00:00,150.02,150.82,148.97,150.36,59232332
2025-10-07 00:00:00,149.06,150.4,148.28,149.67,59493988
2025-10-08 00:00:00,152.72,153.1,151.38,151.52,58583577
2025-10-09 00:00:00,149.07,149.5,148.67,148.76,75600845
2025-10-10 00:00:00,149.25,150.15,148.73,149.29,50349884
2025-10-13 00:00:00,153.06,153.54,150.87,152.25,57077519
2025-10-14 00:00:00,148.36,149.08,147.64,148.61,56218099
2025-10-15 00:00:00,148.35,149.59,148.17,149.05,50744334
2025-10-16 00:00:00,149.94,150.07,148.66,149.66,53801978
2025-10-17 00:00:00,151.73,152.15,150.63,151.45,58339221
2025-10-20 00:00:00,148.87,148.93,147.43,148.67,54296182
2025-10-21 00:00:00,145.84,146.04,144.82,145.75,60810565
2025-10-22 00:00:00,147.39,147.42,146.42,146.92,50283183
2025-10-23 00:00:00,147.62,148.31,147.23,147.61,50961207
2025-10-24 00:00:00,147.99,148.51,147.76,148.19,52221337
2025-10-27 00:00:00,148.78,149.93,148.11,148.99,51868716
2025-10-28 00:00:00,147.31,148.57,147.16,147.5,60318445
2025-10-29 00:00:00,147.38,148.24,146.73,148.04,50822839
2025-10-30 00:00:00,149.2,149.59,147.68,148.73,72988981
2025-10-31 00:00:00,147.0,147.49,145.93,147.16,65795721
2025-11-03 00:00:00,151.07,151.63,150.86,151.31,63444505
2025-11-04 00:00:00,151.99,153.18,151.41,152.41,50346848
2025-11-05 00:00:00,149.83,150.99,148.97,149.72,59843223
2025-11-06 00:00:00,151.13,151.26,150.62,151.23,61227220
2025-11-07 00:00:00,149.22,149.34,148.68,149.05,52891686
2025-11-10 00:00:00,151.95,152.43,150.43,150.84,56231405
2025-11-11 00:00:00,153.23,153.98,152.32,153.49,64205042
2025-11-12 00:00:00,151.37,152.26,151.01,151.63,55522230
2025-11-13 00:00:00,154.14,154.3,152.68,153.85,65475052
2025-11-14 00:00:00,155.67,156.14,154.53,154.83,52858653
2025-11-17 00:00:00,156.93,157.45,155.2,156.77,51769472
