timestamp,open,high,low,close
2026-02-05 04:15:24.110655+00:00,20065.390520627476,20066.868008882535,20061.641576753653,20061.869377957195
2026-02-05 05:15:24.110655+00:00,20106.484426693987,20133.266163042903,20089.796958975054,20108.579402412335
2026-02-05 06:15:24.110655+00:00,20042.18241681638,20044.617398600447,20021.36800039606,20044.246030424893
2026-02-05 07:15:24.110655+00:00,19977.700448141015,19992.70330849742,19961.836070474983,19982.203167919808
2026-02-05 08:15:24.110655+00:00,19895.715622844305,19903.30602774665,19870.521145393286,19885.13107414542
2026-02-05 09:15:24.110655+00:00,19890.326709990994,19909.38829547576,19879.20903382639,19883.67289756754
2026-02-05 10:15:24.110655+00:00,19916.091475812776,19932.144257703767,19914.29553831733,19927.218969527927
2026-02-05 11:15:24.110655+00:00,19901.808442291927,19923.531946804716,19899.300406213686,19905.713400628698
2026-02-05 12:15:24.110655+00:00,19899.24464723581,19924.255621350723,19891.351088918014,19903.300381003777
2026-02-05 13:15:24.110655+00:00,19867.109064514047,19878.33200928758,19864.486920391242,19874.51211660031
2026-02-05 14:15:24.110655+00:00,19828.277316967822,19843.202818671525,19825.01374888151,19837.28474731333
2026-02-05 15:15:24.110655+00:00,19903.56985388986,19923.500270498982,19892.69152316324,19909.931406973585
2026-02-05 16:15:24.110655+00:00,19864.181881674154,19883.705053285143,19856.393377274137,19866.840132376128
2026-02-05 17:15:24.110655+00:00,19848.847368224975,19893.57432237489,19839.879593940073,19868.93974608788
2026-02-05 18:15:24.110655+00:00,19875.40569918036,19878.704939677147,19856.864940013475,19863.01672282301
2026-02-05 19:15:24.110655+00:00,19853.76757680378,19872.474027920056,19833.157306951915,19848.452407613735
2026-02-05 20:15:24.110655+00:00,19806.32989719816,19806.336726162728,19796.975388177892,19803.12296992634
2026-02-05 21:15:24.110655+00:00,19817.652585600565,19835.9771575122,19801.859152551002,19826.964729237796
2026-02-05 22:15:24.110655+00:00,19826.268640878483,19829.134022502294,19815.72014827381,19826.699342305197
2026-02-05 23:15:24.110655+00:00,19760.744340037043,19762.14239499202,19750.54262697321,19754.19274585079
2026-02-06 00:15:24.110655+00:00,19705.986850627178,19717.37897155652,19702.201910022668,19706.621924266226
2026-02-06 01:15:24.110655+00:00,19711.03568207912,19726.964192982385,19699.910024589535,19706.00445858189
2026-02-06 02:15:24.110655+00:00,19813.880125944193,19820.394564399397,19806.84199237064,19809.506661270087
2026-02-06 03:15:24.110655+00:00,19866.897215906687,19874.130944385703,19854.47479010158,19861.75893908878
2026-02-06 04:15:24.110655+00:00,19886.45509161454,19894.15297964679,19862.405937266787,19874.6232832659
2026-02-06 05:15:24.110655+00:00,19977.350267926406,19988.184374675195,19965.49771171902,19976.524078938066
2026-02-06 06:15:24.110655+00:00,19909.94227423913,19925.908833360772,19890.008694117412,19897.5014829663
2026-02-06 07:15:24.110655+00:00,19917.360158517797,19929.2560173263,19904.72484388181,19908.109684044128
2026-02-06 08:15:24.110655+00:00,19844.865233379434,19875.348558533253,19839.511070344448,19847.919645681097
2026-02-06 09:15:24.110655+00:00,19800.701531148017,19811.52546504907,19795.18737942848,19807.0710920736
2026-02-06 10:15:24.110655+00:00,19835.835270048592,19840.73387685254,19821.994692479107,19828.76300850593
2026-02-06 11:15:24.110655+00:00,19867.314429276914,19888.450448026277,19853.385663906858,19876.876835469622
2026-02-06 12:15:24.110655+00:00,19889.463935353233,19891.394492209103,19875.656452308423,19877.89058329037
2026-02-06 13:15:24.110655+00:00,19854.126708086453,19856.16048983731,19847.462450199586,19849.209557902715
2026-02-06 14:15:24.110655+00:00,19799.687537249425,19810.350672378958,19785.78978782897,19788.017023234617
2026-02-06 15:15:24.110655+00:00,19797.45979038102,19799.277553020118,19787.0594612959,19797.874184413246
2026-02-06 16:15:24.110655+00:00,19840.22947978079,19846.393178611692,19824.565823026056,19830.258764307284
2026-02-06 17:15:24.110655+00:00,19786.404807993255,19788.551908816353,19764.191005173012,19773.774384206336
2026-02-06 18:15:24.110655+00:00,19785.28978614425,19785.590170140313,19760.334088232292,19778.87542312903
2026-02-06 19:15:24.110655+00:00,19822.939540397816,19834.620750021306,19787.19937944674,19829.631767370425
2026-02-06 20:15:24.110655+00:00,19833.7206813022,19842.315663499972,19830.312236502275,19839.33073398693
2026-02-06 21:15:24.110655+00:00,19826.828641353462,19828.112137276228,19817.79209150816,19818.384274284133
2026-02-06 22:15:24.110655+00:00,19864.997717799317,19868.540797142294,19855.528977141883,19861.785455886562
2026-02-06 23:15:24.110655+00:00,19868.57630658101,19879.556380152626,19852.421304285057,19858.898088652397
2026-02-07 00:15:24.110655+00:00,19877.513524829184,19881.66778330248,19853.732677516553,19871.35641936808
2026-02-07 01:15:24.110655+00:00,19866.453608098207,19874.394865324957,19850.291655077235,19856.590481296793
2026-02-07 02:15:24.110655+00:00,19864.652730348324,19869.89240433422,19856.06924405633,19865.135638899268
2026-02-07 03:15:24.110655+00:00,19833.06838713768,19839.57397641096,19830.878204034012,19833.05971622604
2026-02-07 04:15:24.110655+00:00,19758.43262393482,19779.35776102069,19749.657852470362,19763.271349540522
2026-02-07 05:15:24.110655+00:00,19801.626270908448,19810.18741355376,19792.72819945571,19798.388005810753
2026-02-07 06:15:24.110655+00:00,19771.909677833166,19776.043650389456,19759.2002852241,19766.890065268653
2026-02-07 07:15:24.110655+00:00,19735.696696053074,19746.159747394482,19722.86501585956,19743.143960933954
2026-02-07 08:15:24.110655+00:00,19823.165672748175,19825.28642960358,19808.7326895758,19821.016032057756
2026-02-07 09:15:24.110655+00:00,19737.226201953625,19746.56377282313,19724.355373271424,19732.686727632223
2026-02-07 10:15:24.110655+00:00,19690.75563317479,19704.45676215058,19678.54337519602,19679.75723218806
2026-02-07 11:15:24.110655+00:00,19728.86605429924,19742.03567090376,19709.661819523943,19732.140021891413
2026-02-07 12:15:24.110655+00:00,19768.392931668834,19781.7206418608,19758.83779968793,19760.976146072342
2026-02-07 13:15:24.110655+00:00,19773.953075878446,19783.17870753267,19756.86700123646,19775.020174099845
2026-02-07 14:15:24.110655+00:00,19779.335836268907,19782.41663657342,19760.255031566612,19772.356583007946
2026-02-07 15:15:24.110655+00:00,19827.345532396743,19832.75734622254,19823.667977212932,19827.278064429673
2026-02-07 16:15:24.110655+00:00,19771.074459850533,19771.339327775706,19757.34763806042,19771.16298350501
2026-02-07 17:15:24.110655+00:00,19691.345431867772,19696.13490549489,19683.62191420368,19687.292661118347
2026-02-07 18:15:24.110655+00:00,19709.188348857846,19719.01612312806,19703.179567783427,19703.468705298506
2026-02-07 19:15:24.110655+00:00,19706.33762789518,19714.072248090593,19679.567953321675,19696.29608150978
2026-02-07 20:15:24.110655+00:00,19690.975929882334,19712.538480447703,19685.676160442177,19692.39130276364
2026-02-07 21:15:24.110655+00:00,19768.914162965742,19785.775148491775,19763.674388117604,19777.942392301087
2026-02-07 22:15:24.110655+00:00,19761.621514609702,19778.619275149988,19753.10778224691,19768.79451842932
2026-02-07 23:15:24.110655+00:00,19881.834718254682,19883.015908208192,19866.965154807735,19875.263880795814
2026-02-08 00:15:24.110655+00:00,19848.158095205647,19862.045523988047,19825.374788471523,19840.379210441
2026-02-08 01:15:24.110655+00:00,19853.60879863316,19857.46126554423,19834.41941195799,19846.790030708948
2026-02-08 02:15:24.110655+00:00,19896.772900176682,19914.01830202962,19890.627428126933,19891.022485125595
2026-02-08 03:15:24.110655+00:00,19923.25694432356,19941.389290341976,19906.345332293877,19919.748479880564
2026-02-08 04:15:24.110655+00:00,19923.87151590583,19929.986737296498,19908.624560699933,19920.74888267817
2026-02-08 05:15:24.110655+00:00,19895.84755884691,19898.59647482958,19881.240434451916,19893.50453607318
2026-02-08 06:15:24.110655+00:00,19941.405443020052,19962.697252794536,19924.85584250627,19938.58232792716
2026-02-08 07:15:24.110655+00:00,19947.22403579187,19956.20442727074,19941.92706696816,19947.940274366003
2026-02-08 08:15:24.110655+00:00,19927.798842223146,19932.766464254408,19917.23975412647,19925.110012268964
2026-02-08 09:15:24.110655+00:00,19910.384612048227,19926.618999078302,19893.734703854763,19919.639041895618
2026-02-08 10:15:24.110655+00:00,19844.294101517968,19857.01882493213,19841.86937633828,19848.302210613667
2026-02-08 11:15:24.110655+00:00,19779.437271702627,19781.315919978344,19757.616028580655,19779.27893307983
