timestamp,open,high,low,close
2026-03-10 14:50:00+00:00,70596.0,71155.0,70596.0,71091.7
2026-03-10 14:55:00+00:00,71091.7,71499.9,71091.7,71435.1
2026-03-10 15:00:00+00:00,71435.1,71754.4,71341.0,71752.6
2026-03-10 15:05:00+00:00,71752.6,71767.7,71130.0,71148.5
2026-03-10 15:10:00+00:00,71148.5,71280.7,71055.1,71175.6
2026-03-10 15:15:00+00:00,71175.6,71217.5,70951.1,71178.0
2026-03-10 15:20:00+00:00,71178.0,71285.2,71034.7,71250.0
2026-03-10 15:25:00+00:00,71250.0,71435.0,71188.3,71345.3
2026-03-10 15:30:00+00:00,71345.3,71598.1,71200.0,71220.0
2026-03-10 15:35:00+00:00,71220.0,71411.6,71060.3,71093.5
2026-03-10 15:40:00+00:00,71093.5,71184.0,70934.3,71086.2
2026-03-10 15:45:00+00:00,71086.2,71179.4,70955.7,71032.8
2026-03-10 15:50:00+00:00,71032.8,71136.0,70882.8,70912.5
2026-03-10 15:55:00+00:00,70912.5,71334.0,70912.5,71325.1
2026-03-10 16:00:00+00:00,71325.1,71409.0,71111.2,71197.6
2026-03-10 16:05:00+00:00,71197.6,71202.2,70914.7,71108.1
2026-03-10 16:10:00+00:00,71108.1,71201.3,71026.4,71103.3
2026-03-10 16:15:00+00:00,71103.3,71422.8,71103.3,71422.8
2026-03-10 16:20:00+00:00,71422.8,71555.7,71358.3,71505.9
2026-03-10 16:25:00+00:00,71505.9,71655.5,71290.2,71338.0
2026-03-10 16:30:00+00:00,71338.0,71357.8,71265.4,71340.8
2026-03-10 16:35:00+00:00,71340.8,71423.8,71244.9,71281.3
2026-03-10 16:40:00+00:00,71281.3,71393.1,71170.5,71359.4
2026-03-10 16:45:00+00:00,71359.4,71376.6,71135.5,71224.5
2026-03-10 16:50:00+00:00,71224.5,71354.5,71165.6,71309.4
2026-03-10 16:55:00+00:00,71309.4,71309.4,71148.1,71249.5
2026-03-10 17:00:00+00:00,71249.5,71262.7,71175.3,71199.5
2026-03-10 17:05:00+00:00,71199.5,71430.0,71199.5,71298.0
2026-03-10 17:10:00+00:00,71298.0,71351.3,71190.5,71229.8
2026-03-10 17:15:00+00:00,71229.8,71334.0,71165.8,71234.2
2026-03-10 17:20:00+00:00,71234.2,71311.8,71176.0,71232.0
2026-03-10 17:25:00+00:00,71232.0,71264.3,70973.0,71028.5
2026-03-10 17:30:00+00:00,71028.5,71202.8,70973.6,71092.0
2026-03-10 17:35:00+00:00,71092.0,71092.0,70532.9,70646.1
2026-03-10 17:40:00+00:00,70646.1,70704.3,70483.5,70665.0
2026-03-10 17:45:00+00:00,70665.0,70884.0,70543.3,70764.2
2026-03-10 17:50:00+00:00,70764.2,70941.6,70753.8,70941.6
2026-03-10 17:55:00+00:00,70941.6,70941.6,70756.4,70848.9
2026-03-10 18:00:00+00:00,70848.9,70887.9,70778.8,70835.6
2026-03-10 18:05:00+00:00,70835.6,70855.3,70630.4,70715.4
2026-03-10 18:10:00+00:00,70715.4,70799.9,70338.0,70352.6
2026-03-10 18:15:00+00:00,70352.6,70532.1,70146.8,70198.8
2026-03-10 18:20:00+00:00,70198.8,70375.8,70096.8,70294.8
2026-03-10 18:25:00+00:00,70294.8,70440.0,70267.4,70298.9
2026-03-10 18:30:00+00:00,70298.9,70438.7,70209.0,70367.2
2026-03-10 18:35:00+00:00,70367.2,70407.8,70068.8,70108.3
2026-03-10 18:40:00+00:00,70108.3,70117.4,69959.1,70027.0
2026-03-10 18:45:00+00:00,70027.0,70187.3,69845.2,70125.3
2026-03-10 18:50:00+00:00,70125.3,70199.8,69962.6,70050.4
2026-03-10 18:55:00+00:00,70050.4,70056.9,69873.1,69985.0
2026-03-10 19:00:00+00:00,69985.0,70067.7,69946.9,69946.9
2026-03-10 19:05:00+00:00,69946.9,70155.4,69840.2,70073.8
2026-03-10 19:10:00+00:00,70073.8,70099.9,69838.0,70034.9
2026-03-10 19:15:00+00:00,70034.9,70257.3,70034.9,70209.7
2026-03-10 19:20:00+00:00,70209.7,70226.5,69943.9,70123.3
2026-03-10 19:25:00+00:00,70123.3,70123.3,69876.0,69922.0
2026-03-10 19:30:00+00:00,69922.0,69976.1,69787.7,69787.7
2026-03-10 19:35:00+00:00,69787.7,69916.9,69692.0,69908.5
2026-03-10 19:40:00+00:00,69908.5,70080.5,69850.0,69961.8
2026-03-10 19:45:00+00:00,69961.8,70016.4,69908.6,69972.3
2026-03-10 19:50:00+00:00,69972.3,70051.4,69929.0,69979.9
2026-03-10 19:55:00+00:00,69979.9,70053.5,69940.0,70024.9
2026-03-10 20:00:00+00:00,70024.9,70144.4,69976.4,70141.7
2026-03-10 20:05:00+00:00,70141.7,70226.8,70039.3,70058.4
2026-03-10 20:10:00+00:00,70058.4,70097.5,69998.9,70086.0
2026-03-10 20:15:00+00:00,70086.0,70086.0,69962.4,70084.8
2026-03-10 20:20:00+00:00,70084.8,70220.5,70084.8,70181.3
2026-03-10 20:25:00+00:00,70181.3,70224.7,70156.2,70218.5
2026-03-10 20:30:00+00:00,70218.5,70277.8,70186.0,70218.1
2026-03-10 20:35:00+00:00,70218.1,70278.0,70191.9,70266.9
2026-03-10 20:40:00+00:00,70266.9,70309.0,70184.3,70261.1
2026-03-10 20:45:00+00:00,70261.1,70270.4,70188.3,70266.8
2026-03-10 20:50:00+00:00,70266.8,70266.8,70210.0,70213.5
2026-03-10 20:55:00+00:00,70213.5,70245.6,70187.3,70190.1
2026-03-10 21:00:00+00:00,70190.1,70280.3,70181.3,70255.2
2026-03-10 21:05:00+00:00,70255.2,70385.8,70255.2,70266.6
2026-03-10 21:10:00+00:00,70266.6,70266.6,70042.2,70062.2
2026-03-10 21:15:00+00:00,70062.2,70136.4,69987.3,70034.5
2026-03-10 21:20:00+00:00,70034.5,70034.5,69922.0,70015.4
2026-03-10 21:25:00+00:00,70015.4,70026.7,69891.3,69909.5
2026-03-10 21:30:00+00:00,69909.5,70021.5,69909.5,69966.3
2026-03-10 21:35:00+00:00,69966.3,69978.8,69715.5,69755.5
2026-03-10 21:40:00+00:00,69755.5,69815.1,69499.8,69711.3
2026-03-10 21:45:00+00:00,69711.3,69718.8,69505.5,69663.6
2026-03-10 21:50:00+00:00,69663.6,69780.6,69583.9,69724.7
2026-03-10 21:55:00+00:00,69724.7,69800.9,69719.1,69733.8
2026-03-10 22:00:00+00:00,69733.8,69841.0,69709.0,69709.0
2026-03-10 22:05:00+00:00,69709.0,69729.0,69570.4,69591.7
2026-03-10 22:10:00+00:00,69591.7,69611.7,69420.5,69574.9
2026-03-10 22:15:00+00:00,69574.9,69574.9,69443.0,69483.9
2026-03-10 22:20:00+00:00,69483.9,69654.9,69457.1,69654.9
2026-03-10 22:25:00+00:00,69654.9,69735.0,69568.5,69578.5
2026-03-10 22:30:00+00:00,69578.5,69627.4,69515.0,69551.0
2026-03-10 22:35:00+00:00,69551.0,69594.0,69462.1,69594.0
2026-03-10 22:40:00+00:00,69594.0,69658.5,69584.0,69587.0
2026-03-10 22:45:00+00:00,69587.0,69705.0,69562.1,69691.0
2026-03-10 22:50:00+00:00,69691.0,69740.0,69640.1,69692.9
2026-03-10 22:55:00+00:00,69692.9,69709.1,69644.0,69677.0
2026-03-10 23:00:00+00:00,69677.0,69819.2,69662.9,69708.9
2026-03-10 23:05:00+00:00,69708.9,69757.0,69684.5,69757.0
2026-03-10 23:10:00+00:00,69757.0,69817.9,69734.0,69785.9
2026-03-10 23:15:00+00:00,69785.9,69842.9,69757.0,69757.0
2026-03-10 23:20:00+00:00,69757.0,69777.9,69668.2,69777.9
2026-03-10 23:25:00+00:00,69777.9,69785.0,69718.0,69779.0
2026-03-10 23:30:00+00:00,69779.0,69903.8,69752.0,69812.0
2026-03-10 23:35:00+00:00,69812.0,69935.5,69808.7,69896.4
2026-03-10 23:40:00+00:00,69896.4,69908.3,69853.7,69901.8
2026-03-10 23:45:00+00:00,69901.8,69944.0,69835.0,69869.0
2026-03-10 23:50:00+00:00,69869.0,69925.5,69824.4,69865.3
2026-03-10 23:55:00+00:00,69865.3,69940.9,69857.6,69925.9
2026-03-11 00:00:00+00:00,69925.9,69926.0,69733.6,69739.0
2026-03-11 00:05:00+00:00,69739.0,69980.9,69739.0,69938.5
2026-03-11 00:10:00+00:00,69938.5,70054.9,69872.0,70019.0
