timestamp,open,high,low,close
2025-02-04 00:00:00+00:00,41657.11,42178.89,41376.72,42000.0
2025-02-05 00:00:00+00:00,42859.07,43385.97,41845.32,42534.15
2025-02-06 00:00:00+00:00,42118.54,42657.4,41861.65,42399.89
2025-02-07 00:00:00+00:00,43253.67,45180.03,42813.71,43099.15
2025-02-08 00:00:00+00:00,45093.79,45570.79,44427.42,44753.12
2025-02-09 00:00:00+00:00,44409.98,44884.05,44023.57,44504.57
2025-02-10 00:00:00+00:00,44186.37,44500.09,44145.43,44257.41
2025-02-11 00:00:00+00:00,46712.38,47646.02,45674.86,46017.99
2025-02-12 00:00:00+00:00,46430.87,47150.65,45886.4,46914.69
2025-02-13 00:00:00+00:00,46397.41,46936.29,46020.48,46378.13
2025-02-14 00:00:00+00:00,47225.0,47590.18,46912.89,47021.12
2025-02-15 00:00:00+00:00,46504.13,46829.93,45418.49,46490.46
2025-02-16 00:00:00+00:00,46153.29,47165.86,45869.88,45963.11
2025-02-17 00:00:00+00:00,46056.4,46681.15,45660.14,46254.93
2025-02-18 00:00:00+00:00,44021.92,44308.84,43589.04,44056.34
2025-02-19 00:00:00+00:00,41809.63,42336.97,41572.16,42169.72
2025-02-20 00:00:00+00:00,41393.58,42472.31,41191.09,41589.58
2025-02-21 00:00:00+00:00,40170.71,41007.91,39109.64,40548.98
2025-02-22 00:00:00+00:00,41189.44,41949.13,40637.59,40879.7
2025-02-23 00:00:00+00:00,40344.05,40697.88,39742.06,39963.97
2025-02-24 00:00:00+00:00,38797.32,39260.79,38535.17,38564.93
2025-02-25 00:00:00+00:00,39017.19,40501.76,38890.9,39989.57
2025-02-26 00:00:00+00:00,39401.51,40592.05,38686.44,39775.85
2025-02-27 00:00:00+00:00,39722.92,39920.3,39002.28,39854.93
2025-02-28 00:00:00+00:00,38016.55,39028.89,38011.43,38447.31
2025-03-01 00:00:00+00:00,37641.14,38166.64,37541.61,37935.59
2025-03-02 00:00:00+00:00,37872.1,38087.07,37679.44,38052.17
2025-03-03 00:00:00+00:00,37002.69,37333.76,36175.63,36968.64
