timestamp,open,high,low,close,volume
2026-01-01 00:00:00+00:00,100.0,100.2,99.8,100.1,500
2026-01-01 00:15:00+00:00,100.1,100.4,99.9,100.0,450
2026-01-01 00:30:00+00:00,100.0,100.5,99.7,100.2,520
2026-01-01 00:45:00+00:00,100.2,100.6,100.0,100.05,480
2026-01-01 01:00:00+00:00,100.05,100.3,99.9,100.1,530
2026-01-01 01:15:00+00:00,100.1,100.7,100.0,100.6,600
2026-01-01 01:30:00+00:00,100.6,101.0,100.4,100.9,700
2026-01-01 01:45:00+00:00,100.9,101.2,100.8,101.0,680
2026-01-01 02:00:00+00:00,101.0,101.5,100.9,101.3,720
2026-01-01 02:15:00+00:00,101.3,101.7,101.2,101.6,650
