index,timestamp,pattern
1,2025-02-05 00:00:00+00:00,doji
1,2025-02-05 00:00:00+00:00,bearish_engulfing
1,2025-02-05 00:00:00+00:00,hanging_man
3,2025-02-07 00:00:00+00:00,doji
3,2025-02-07 00:00:00+00:00,bearish_engulfing
3,2025-02-07 00:00:00+00:00,spinning_top
3,2025-02-07 00:00:00+00:00,shooting_star
4,2025-02-08 00:00:00+00:00,evening_star
5,2025-02-09 00:00:00+00:00,doji
5,2025-02-09 00:00:00+00:00,spinning_top
5,2025-02-09 00:00:00+00:00,shooting_star
5,2025-02-09 00:00:00+00:00,hanging_man
6,2025-02-10 00:00:00+00:00,doji
6,2025-02-10 00:00:00+00:00,shooting_star
6,2025-02-10 00:00:00+00:00,morning_star
7,2025-02-11 00:00:00+00:00,bearish_engulfing
7,2025-02-11 00:00:00+00:00,evening_star
8,2025-02-12 00:00:00+00:00,piercing_line
8,2025-02-12 00:00:00+00:00,piercing_line
9,2025-02-13 00:00:00+00:00,doji
9,2025-02-13 00:00:00+00:00,bearish_engulfing
9,2025-02-13 00:00:00+00:00,spinning_top
9,2025-02-13 00:00:00+00:00,shooting_star
9,2025-02-13 00:00:00+00:00,hanging_man
10,2025-02-14 00:00:00+00:00,evening_star
11,2025-02-15 00:00:00+00:00,doji
11,2025-02-15 00:00:00+00:00,three_black_crows
11,2025-02-15 00:00:00+00:00,spinning_top
11,2025-02-15 00:00:00+00:00,shooting_star
11,2025-02-15 00:00:00+00:00,hanging_man
12,2025-02-16 00:00:00+00:00,doji
12,2025-02-16 00:00:00+00:00,three_black_crows
12,2025-02-16 00:00:00+00:00,spinning_top
12,2025-02-16 00:00:00+00:00,shooting_star
13,2025-02-17 00:00:00+00:00,doji
13,2025-02-17 00:00:00+00:00,bullish_engulfing
13,2025-02-17 00:00:00+00:00,spinning_top
13,2025-02-17 00:00:00+00:00,shooting_star
13,2025-02-17 00:00:00+00:00,piercing_line
13,2025-02-17 00:00:00+00:00,morning_star
14,2025-02-18 00:00:00+00:00,doji
14,2025-02-18 00:00:00+00:00,spinning_top
14,2025-02-18 00:00:00+00:00,shooting_star
14,2025-02-18 00:00:00+00:00,hanging_man
14,2025-02-18 00:00:00+00:00,morning_star
15,2025-02-19 00:00:00+00:00,three_white_soldiers
16,2025-02-20 00:00:00+00:00,doji
16,2025-02-20 00:00:00+00:00,three_white_soldiers
16,2025-02-20 00:00:00+00:00,spinning_top
16,2025-02-20 00:00:00+00:00,shooting_star
17,2025-02-21 00:00:00+00:00,doji
17,2025-02-21 00:00:00+00:00,three_white_soldiers
17,2025-02-21 00:00:00+00:00,spinning_top
17,2025-02-21 00:00:00+00:00,hanging_man
18,2025-02-22 00:00:00+00:00,doji
18,2025-02-22 00:00:00+00:00,bearish_engulfing
18,2025-02-22 00:00:00+00:00,shooting_star
18,2025-02-22 00:00:00+00:00,evening_star
19,2025-02-23 00:00:00+00:00,evening_star
20,2025-02-24 00:00:00+00:00,three_black_crows
21,2025-02-25 00:00:00+00:00,bullish_engulfing
21,2025-02-25 00:00:00+00:00,piercing_line
21,2025-02-25 00:00:00+00:00,piercing_line
22,2025-02-26 00:00:00+00:00,doji
22,2025-02-26 00:00:00+00:00,spinning_top
22,2025-02-26 00:00:00+00:00,shooting_star
23,2025-02-27 00:00:00+00:00,doji
23,2025-02-27 00:00:00+00:00,hammer
23,2025-02-27 00:00:00+00:00,three_white_soldiers
23,2025-02-27 00:00:00+00:00,spinning_top
23,2025-02-27 00:00:00+00:00,hanging_man
24,2025-02-28 00:00:00+00:00,three_white_soldiers
25,2025-03-01 00:00:00+00:00,three_white_soldiers
26,2025-03-02 00:00:00+00:00,three_white_soldiers
27,2025-03-03 00:00:00+00:00,doji
27,2025-03-03 00:00:00+00:00,bearish_engulfing
27,2025-03-03 00:00:00+00:00,spinning_top
27,2025-03-03 00:00:00+00:00,shooting_star
27,2025-03-03 00:00:00+00:00,hanging_man
28,2025-03-04 00:00:00+00:00,doji
28,2025-03-04 00:00:00+00:00,bullish_engulfing
28,2025-03-04 00:00:00+00:00,spinning_top
28,2025-03-04 00:00:00+00:00,shooting_star
28,2025-03-04 00:00:00+00:00,hanging_man
28,2025-03-04 00:00:00+00:00,piercing_line
29,2025-03-05 00:00:00+00:00,doji
29,2025-03-05 00:00:00+00:00,spinning_top
29,2025-03-05 00:00:00+00:00,shooting_star
29,2025-03-05 00:00:00+00:00,hanging_man
29,2025-03-05 00:00:00+00:00,morning_star
30,2025-03-06 00:00:00+00:00,three_white_soldiers
31,2025-03-07 00:00:00+00:00,doji
31,2025-03-07 00:00:00+00:00,three_white_soldiers
31,2025-03-07 00:00:00+00:00,shooting_star
32,2025-03-08 00:00:00+00:00,three_white_soldiers
32,2025-03-08 00:00:00+00:00,shooting_star
33,2025-03-09 00:00:00+00:00,bearish_engulfing
34,2025-03-10 00:00:00+00:00,doji
34,2025-03-10 00:00:00+00:00,spinning_top
34,2025-03-10 00:00:00+00:00,shooting_star
35,2025-03-11 00:00:00+00:00,doji
35,2025-03-11 00:00:00+00:00,spinning_top
35,2025-03-11 00:00:00+00:00,shooting_star
35,2025-03-11 00:00:00+00:00,hanging_man
35,2025-03-11 00:00:00+00:00,morning_star
36,2025-03-12 00:00:00+00:00,three_white_soldiers
37,2025-03-13 00:00:00+00:00,doji
37,2025-03-13 00:00:00+00:00,three_white_soldiers
37,2025-03-13 00:00:00+00:00,spinning_top
37,2025-03-13 00:00:00+00:00,shooting_star
37,2025-03-13 00:00:00+00:00,hanging_man
38,2025-03-14 00:00:00+00:00,bearish_engulfing
38,2025-03-14 00:00:00+00:00,shooting_star
38,2025-03-14 00:00:00+00:00,evening_star
40,2025-03-16 00:00:00+00:00,doji
40,2025-03-16 00:00:00+00:00,spinning_top
40,2025-03-16 00:00:00+00:00,hanging_man
40,2025-03-16 00:00:00+00:00,piercing_line
41,2025-03-17 00:00:00+00:00,doji
41,2025-03-17 00:00:00+00:00,spinning_top
41,2025-03-17 00:00:00+00:00,shooting_star
41,2025-03-17 00:00:00+00:00,hanging_man
41,2025-03-17 00:00:00+00:00,morning_star
42,2025-03-18 00:00:00+00:00,three_white_soldiers
43,2025-03-19 00:00:00+00:00,bearish_engulfing
44,2025-03-20 00:00:00+00:00,bullish_engulfing
44,2025-03-20 00:00:00+00:00,piercing_line
45,2025-03-21 00:00:00+00:00,bearish_engulfing
46,2025-03-22 00:00:00+00:00,doji
46,2025-03-22 00:00:00+00:00,spinning_top
